-0.008329,0.018295,0.029673,0.025617,0.005428,0.009510,-0.005821,-0.002587,-0.025484,0.025896
-0.111373,-0.099656,0.026972,0.200670,0.105433,0.141925,-0.167391,0.066893,-0.054899,-0.025543
-0.009469,0.020708,0.008230,-0.026322,0.216145,0.002160,0.182541,-0.031980,-0.043980,0.020126
0.026581,-0.031529,0.051588,0.065035,0.008259,0.072168,0.022715,0.009968,-0.038081,0.002667
-0.122912,-0.116683,0.015409,0.126878,0.038732,-0.106993,0.158529,-0.021661,0.183385,0.170994
0.000136,0.013294,-0.026581,-0.030387,-0.018226,-0.022382,0.022500,0.000575,0.027578,-0.016406
-0.008049,0.022274,0.012683,-0.018450,0.009867,0.001366,-0.043790,0.025899,0.033574,0.035961
-0.053972,-0.028077,-0.026018,-0.039220,-0.026894,-0.046021,0.002653,-0.033347,-0.056361,0.019013
-0.355236,-0.200916,-0.397411,-0.456432,0.524835,0.781110,0.211812,0.626686,-0.624203,-0.271280
0.290473,-0.250617,0.300591,-0.060918,0.353047,-0.246095,-0.218965,0.376845,-0.127162,-0.157098
0.057309,-0.088971,-0.025836,-0.007182,0.063580,0.177831,-0.045020,0.102422,0.107853,-0.123782
0.231468,-0.041896,-0.008000,-0.140348,0.076938,-0.137710,0.092419,-0.156017,0.249124,-0.136778
-0.102228,-0.166008,-0.196041,0.163512,-0.043528,-0.009028,0.067694,-0.237632,0.129407,0.173058
0.120553,-0.184416,-0.074704,0.145407,0.139681,-0.062613,0.001731,-0.140363,0.069894,-0.040258
0.430488,0.421476,-0.016825,-0.279426,-0.333017,-0.494185,-0.030879,-0.359616,0.369459,0.456153
0.013887,-0.069895,-0.134259,-0.037712,0.041325,-0.090350,0.058324,-0.131857,0.098854,0.068130
-0.012706,-0.042473,-0.026551,-0.005060,-0.002116,-0.017375,0.034267,-0.012515,-0.065200,-0.032453
0.001989,-0.048994,-0.021193,-0.004320,-0.017184,0.003621,0.002168,-0.005254,0.021765,-0.036353
-0.222725,-0.256698,-0.193057,0.123232,0.197747,-0.042975,-0.057160,0.155029,-0.139613,0.146764
-0.008818,-0.019515,0.018908,0.002610,-0.022544,-0.007934,0.013145,-0.014644,-0.055718,0.010621
0.009688,-0.011463,0.012534,0.017987,0.026215,0.008794,0.020326,0.008849,-0.012312,0.011206
0.009373,0.002011,0.039735,0.027818,0.020809,0.023751,0.063123,0.025731,-0.045740,-0.013559
0.161737,-0.001709,0.134019,-0.250872,0.290168,-0.020789,-0.242895,0.216899,-0.117450,-0.248561
-0.093612,-0.004180,-0.254521,-0.092700,0.269130,0.365606,-0.213408,0.065277,-0.149174,0.248000
-0.003105,-0.042255,-0.001044,-0.012674,0.016483,-0.031579,0.027873,-0.016601,-0.082645,-0.001686
-0.076991,-0.232686,-0.293832,-0.441542,0.374784,-0.352066,-0.531426,0.474680,0.525927,0.462668
-0.173678,-0.076614,-0.122461,0.079485,0.299704,0.087482,0.154781,0.294892,-0.115074,-0.348089
-0.045179,-0.069381,-0.031804,-0.004315,-0.022270,-0.001340,-0.018851,0.005445,-0.032493,-0.027045
-0.022078,0.007507,0.022111,0.046782,0.006551,0.047717,0.023343,-0.004540,-0.017038,0.035806
0.026904,-0.022438,0.006356,0.036100,0.033814,0.042269,0.062301,0.018720,-0.029956,-0.019303
0.253560,-0.084762,-0.038044,-0.110513,0.217109,-0.056441,-0.169744,0.181919,0.036035,0.088467
0.050471,0.248077,-0.202986,-0.117273,-0.140105,-0.244096,0.222297,-0.185427,0.068822,0.274820
0.272471,0.210331,-0.279300,-0.173400,-0.240624,-0.311957,-0.261296,-0.249296,0.245428,0.248454
0.024207,-0.064731,0.002288,-0.004206,0.029017,0.009589,-0.020873,-0.033938,-0.017517,-0.012977
-0.037318,-0.004980,-0.034535,-0.006493,-0.014436,-0.013805,0.003642,0.010794,0.015223,-0.054096
-0.091194,0.047054,-0.080070,-0.023455,-0.006876,-0.022150,0.087897,-0.061400,0.051912,0.004263
-0.017112,-0.023014,0.015499,0.016468,0.002299,0.012406,0.003048,0.014430,-0.073603,-0.023896
-0.126205,-0.252536,-0.139642,0.224027,0.301353,0.258038,-0.253253,-0.058302,0.053129,-0.180911
0.040252,0.087915,-0.017884,-0.015065,0.048066,-0.006505,0.114451,0.004629,-0.043212,0.098025
-0.022073,0.014118,-0.034689,-0.024957,-0.012190,-0.013683,-0.044505,-0.022522,0.044899,0.030017
-0.027949,-0.020429,-0.016128,-0.010944,0.041831,-0.010375,0.066339,-0.011393,-0.049481,-0.006530
0.005089,0.056519,0.004785,0.002014,0.029509,0.016420,0.027800,0.021150,0.102687,0.059953
0.003761,0.022823,-0.000228,-0.032454,-0.008349,-0.039192,-0.043217,0.013898,0.031299,0.046461
